Medicine_ID,Counterfeit_Weight,DistArea_ID,Active_Since,Medicine_MRP,Medicine_Type,SidEffect_Level,Availability_rating,Area_Type,Area_City_Type,Area_dist_level,Counterfeit_Sales
RCK21,17.15,Area017,2005,53.0112,Antiseptics,mild,0.033603511,DownTown,Tier 2,Unknown,752.168
NXT21,20.15,Area035,2002,202.4846,Tranquilizers,mild,0.065044976,DownTown,Tier 2,Small,3361.4382
WEA21,17.65,Area017,2005,237.9062,Antibiotics,critical,0.075764429,DownTown,Tier 2,Unknown,7335.5984
HPG22,15.4,Area035,2002,239.3668,Antipyretics,mild,0.100977262,DownTown,Tier 2,Small,3338.1352
QYX54,9.205,Area035,2002,259.3408,Hreplacements,mild,0.023010425,DownTown,Tier 2,Small,3868.112
WGC12,13.3,Area013,1985,189.6976,Cardiac,mild,0.046946163,DownTown,Tier 3,High,3553.8544
ASG22,13.45,Area035,2002,173.7552,Antibiotics,critical,0.071414678,DownTown,Tier 2,Small,1087.7312
XPC22,11.4,Area049,1997,85.667,Antimalarial,mild,0.040106459,DownTown,Tier 1,Medium,648.969
IMW22,18.8,Area017,2005,272.791,OralContraceptives,mild,0.040022883,DownTown,Tier 2,Unknown,5372.82
HYS22,NA,Area019,1983,162.334,Antipyretics,mild,0.071153409,MidTownResidential,Tier 1,Small,419.268
NXQ22,18.4,Area018,2007,122.6886,Antibiotics,mild,0.141937661,Industrial,Tier 3,Medium,1892.0176
FAC22,9.085,Area049,1997,71.751,Antibiotics,mild,0.101846306,DownTown,Tier 1,Medium,872.012
DJA22,13.1,Area013,1985,136.2704,Hreplacements,critical,0.10657779,DownTown,Tier 3,High,1990.556
VMN22,14.45,Area045,2000,182.1764,Antibiotics,critical,0.178694678,DownTown,Tier 2,Unknown,3892.0808
ZQT22,NA,Area019,1983,51.8796,OralContraceptives,mild,0.161392623,MidTownResidential,Tier 1,Small,154.2796
GVZ23,9.8,Area017,2005,61.4324,Cardiac,mild,0.111438394,DownTown,Tier 2,Unknown,372.662
PRC68,9.945,Area013,1985,106.641,Tranquilizers,mild,0.156303291,DownTown,Tier 3,High,306.082
UMX23,18.9,Area045,2000,121.2202,Antimalarial,critical,0.089276208,DownTown,Tier 2,Unknown,1800.803
SFI23,10.4,Area017,2005,137.8362,Mstablizers,mild,0.188103435,DownTown,Tier 2,Unknown,4768.9394
PYY23,14.1,Area013,1985,236.2404,Antimalarial,critical,0.036511371,DownTown,Tier 3,High,5063.8888
YQL23,8.93,Area035,2002,105.7436,Analgesics,mild,0.07405276,DownTown,Tier 2,Small,1531.154
AVE23,10.585,Area017,2005,256.7144,OralContraceptives,critical,0.062559042,DownTown,Tier 2,Unknown,1338.072
RYR23,14.9,Area045,2000,241.33,Antipyretics,critical,0.132418124,DownTown,Tier 2,Unknown,5472.69
EKB23,10.195,Area045,2000,186.537,Stimulants,mild,0.085545601,DownTown,Tier 2,Unknown,1877.37
JVG23,17.65,Area013,1985,205.511,Antiseptics,mild,0.103486828,DownTown,Tier 3,High,2666.343
CGG23,18.9,Area013,1985,53.6454,OralContraceptives,mild,0.069245075,DownTown,Tier 3,High,1119.6896
TNK24,9.275,Area013,1985,95.525,Mstablizers,mild,0.027618973,DownTown,Tier 3,High,1194.925
RYI24,17.15,Area017,2005,47.0164,Antifungal,mild,0.056479126,DownTown,Tier 2,Unknown,421.9312
DIR24,17,Area013,1985,188.966,OralContraceptives,mild,0.058166237,DownTown,Tier 3,High,2629.724
EFZ24,10.285,Area046,1995,139.131,OralContraceptives,critical,0.070827101,DownTown,Tier 1,Small,1541.141
DEL24,21.65,Area013,1985,270.4594,Antipyretics,mild,0.102394766,DownTown,Tier 3,High,2206.2752
TIG24,7.89,Area013,1985,95.9908,Antibiotics,mild,0.11850944,DownTown,Tier 3,High,2042.4884
QFD24,21.15,Area035,2002,274.3884,Antipyretics,mild,0.018234153,DownTown,Tier 2,Small,5942.7448
TVN24,18.15,Area046,1995,101.7488,Hreplacements,mild,0.049390174,DownTown,Tier 1,Small,2195.6224
LLH65,NA,Area027,1983,183.4738,Antimalarial,mild,0.04592824,CityLimits,Tier 3,Medium,7411.4996
YUE24,18.05,Area013,1985,266.7988,Antibiotics,mild,0.094252534,DownTown,Tier 3,High,7565.9652
UMX23,18.9,Area017,2005,120.8202,Antimalarial,critical,0.089552407,DownTown,Tier 2,Unknown,563.0808
QYX54,9.205,Area010,1996,260.7408,Hreplacements,mild,0.029758569,MidTownResidential,Tier 3,Unknown,613.6816
DAZ24,NA,Area027,1983,136.502,Hreplacements,mild,0.057248175,CityLimits,Tier 3,Medium,3781.558
PMC25,9.085,Area018,2007,113.4964,Antibiotics,critical,0.051288087,Industrial,Tier 3,Medium,849.3748
NCI72,9.125,Area035,2002,263.3698,Antiseptics,mild,0.199032678,DownTown,Tier 2,Small,6201.0752
KKK25,NA,Area027,1983,111.3016,Antiseptics,mild,0.044867464,CityLimits,Tier 3,Medium,2238.2336
QIN25,22.05,Area017,2005,163.3024,Analgesics,mild,0.034370201,DownTown,Tier 2,Unknown,2390.036
GMV25,NA,Area019,1983,200.6846,Antibiotics,mild,0.206772568,MidTownResidential,Tier 1,Small,686.2538
GRD25,7.56,Area035,2002,161.4366,Antimalarial,critical,0.022866049,DownTown,Tier 2,Small,2380.049
OYC25,19.5,Area010,1996,157.6734,Antibiotics,mild,0.095551042,MidTownResidential,Tier 3,Unknown,409.9468
KLY25,14.3,Area018,2007,56.606,Antiseptics,mild,0.112729888,Industrial,Tier 3,Medium,672.272
XTA25,21.55,Area035,2002,232.4772,Antibiotics,critical,0.031801549,DownTown,Tier 2,Small,5672.43
QTR25,9.995,Area049,1997,105.8094,Antiseptics,mild,0.132721451,DownTown,Tier 1,Medium,1350.7222
JTU15,8.57,Area045,2000,123.8518,Analgesics,mild,0.084222087,DownTown,Tier 2,Unknown,682.259
SZO25,NA,Area027,1983,184.3712,Stimulants,critical,0.073371962,CityLimits,Tier 3,Medium,3979.9664
IRM25,14.15,Area045,2000,208.7768,Antibiotics,mild,0.046287541,DownTown,Tier 2,Unknown,1492.5376
CEI26,8.375,Area018,2007,153.0128,Antipyretics,mild,0.07158462,Industrial,Tier 3,Medium,1982.5664
VUG26,NA,Area027,1983,206.511,Mstablizers,critical,0.12979292,CityLimits,Tier 3,Medium,5612.508
XJA26,9.495,Area049,1997,104.6462,Mstablizers,mild,0.044452265,DownTown,Tier 1,Medium,1038.462
NTB26,8.39,Area035,2002,58.2034,Mstablizers,mild,0.02021395,DownTown,Tier 2,Small,696.2408
DCV26,7.395,Area046,1995,151.7154,MuscleRelaxants,mild,0.094196619,DownTown,Tier 1,Small,1531.154
KSS26,20.65,Area017,2005,90.5644,Antibiotics,critical,0.062916364,DownTown,Tier 2,Unknown,1055.7728
YVV26,7.45,Area046,1995,109.6384,Mstablizers,mild,0.05927095,DownTown,Tier 1,Small,2477.9216
LGX26,NA,Area027,1983,98.2856,Cardiac,critical,0.04047716,CityLimits,Tier 3,Medium,3364.7672
HNB36,NA,Area019,1983,135.5678,Antibiotics,critical,0.117704537,MidTownResidential,Tier 1,Small,367.3356
EZE26,19,Area035,2002,177.3474,Antiseptics,mild,0.025540003,DownTown,Tier 2,Small,6008.659
BDC33,19.15,Area018,2007,104.0436,Antacids,mild,0.160023834,Industrial,Tier 3,Medium,1247.5232
OPR10,10.695,Area045,2000,235.272,Analgesics,mild,0.172657596,DownTown,Tier 2,Unknown,7809.648
FMJ26,17.05,Area017,2005,260.8382,Statins,mild,0.154398626,DownTown,Tier 2,Unknown,2888.7202
DHT27,8.775,Area045,2000,251.5854,Antibiotics,mild,0.161821808,DownTown,Tier 2,Unknown,5430.0788
BTP27,8.375,Area018,2007,108.3068,OralContraceptives,mild,0.013,Industrial,Tier 3,Medium,987.8612
CQU27,7.745,Area046,1995,102.9436,Mstablizers,mild,0.042691762,DownTown,Tier 1,Small,1152.9796
TBI27,20.4,Area035,2002,245.3958,Antibiotics,mild,0.109715523,DownTown,Tier 2,Small,3151.0454
KOF27,21.55,Area035,2002,203.9162,Antipyretics,critical,0.027790559,DownTown,Tier 2,Small,3961.324
CEI27,16.3,Area046,1995,69.4904,Cardiac,critical,0.067378253,DownTown,Tier 1,Small,640.3136
NBV27,7.97,Area046,1995,99.4514,Hreplacements,critical,0.136428594,DownTown,Tier 1,Small,2503.8878
IIG27,NA,Area027,1983,70.522,Cardiac,critical,0.042943463,CityLimits,Tier 3,Medium,1790.816
XVU27,18,Area013,1985,123.0176,OralContraceptives,critical,0.065368061,DownTown,Tier 3,High,914.6232
OAY27,8.37,Area045,2000,125.8834,Hreplacements,mild,0.106861144,DownTown,Tier 2,Unknown,1380.0174
QGB28,7.78,Area045,2000,158.3076,Hreplacements,mild,0.046968647,DownTown,Tier 2,Unknown,999.8456
ZFZ28,20.3,Area010,1996,238.572,Antibiotics,critical,0.186154079,MidTownResidential,Tier 3,Unknown,565.744
QQK28,14.65,Area045,2000,157.8392,OralContraceptives,mild,0.152735226,DownTown,Tier 2,Unknown,3990.6192
HHJ28,NA,Area027,1983,156.9418,Antibiotics,mild,0.056351896,CityLimits,Tier 3,Medium,4527.254
LOK28,NA,Area027,1983,132.7388,Statins,mild,0.055086652,CityLimits,Tier 3,Medium,5561.9072
DAM28,10.995,Area049,1997,234.2404,Mstablizers,critical,0.14148269,DownTown,Tier 1,Medium,5063.8888
EVB28,16.3,Area017,2005,72.9168,Analgesics,mild,0.062357077,DownTown,Tier 2,Unknown,1071.752
SIJ28,12.45,Area017,2005,160.2708,Antipyretics,critical,0.021326735,DownTown,Tier 2,Unknown,2069.1204
GMU28,22.15,Area049,1997,113.5306,Antibiotics,mild,0.034362955,DownTown,Tier 1,Medium,2517.2038
EGU28,11.1,Area010,1996,204.6478,MuscleRelaxants,mild,0.164420934,MidTownResidential,Tier 3,Unknown,500.4956
TRZ29,17.65,Area013,1985,175.3842,Antimalarial,mild,0.045511818,DownTown,Tier 3,High,1107.7052
ZXN29,10.9,Area045,2000,111.599,Antacids,critical,0.035323658,DownTown,Tier 2,Unknown,1867.383
DAW29,NA,Area027,1983,140.2994,Tranquilizers,mild,0.032292355,CityLimits,Tier 3,Medium,3453.9844
QWO29,14.65,Area045,2000,227.0166,Antacids,mild,0.061124443,DownTown,Tier 2,Unknown,4031.8988
VIC29,22,Area013,1985,86.667,Antipyretics,mild,0.10561307,DownTown,Tier 3,High,419.268
KAF29,NA,Area027,1983,168.7604,Mstablizers,mild,0.107697274,CityLimits,Tier 3,Medium,4391.4308
BGU29,17.5,Area045,2000,270.9278,Antibiotics,mild,0.048984104,DownTown,Tier 2,Unknown,4538.5726
OVZ29,NA,Area027,1983,241.2984,Hreplacements,critical,0.069596985,CityLimits,Tier 3,Medium,9380.936
CQZ29,NA,Area019,1983,87.167,OralContraceptives,mild,0.2177,MidTownResidential,Tier 1,Small,342.701
HRH29,NA,Area027,1983,139.6994,Stimulants,critical,0.033618324,CityLimits,Tier 3,Medium,2168.9904
OOY30,6.8,Area046,1995,111.6016,MuscleRelaxants,mild,0.06009821,DownTown,Tier 1,Small,3452.6528
TBT30,16.4,Area045,2000,232.0456,Antibiotics,critical,0.100584126,DownTown,Tier 2,Unknown,6523.3224
QEG30,17,Area017,2005,133.2046,OralContraceptives,critical,0.051078899,DownTown,Tier 2,Unknown,2105.0736
YGZ30,9.195,Area017,2005,114.7332,Stimulants,critical,0.108102092,DownTown,Tier 2,Unknown,2983.9296
IZT30,NA,Area027,1983,174.8184,Cardiac,critical,0.024953902,CityLimits,Tier 3,Medium,2920.0128
FES30,18.65,Area013,1985,98.483,Mstablizers,critical,0.075799379,DownTown,Tier 3,High,652.298
SCK30,8.585,Area013,1985,184.6054,Antiseptics,mild,0.044125709,DownTown,Tier 3,High,4490.635
XBX30,21.55,Area045,2000,191.2976,Antiseptics,mild,0.039005891,DownTown,Tier 2,Unknown,2829.464
YTL30,NA,Area019,1983,201.2504,Hreplacements,mild,0.10546392,MidTownResidential,Tier 1,Small,496.5008
RAQ30,17.15,Area049,1997,69.8904,Analgesics,mild,0.120765165,DownTown,Tier 1,Medium,816.0848
BXE31,7.47,Area049,1997,76.6826,Antimalarial,mild,0.023647477,DownTown,Tier 1,Medium,2050.478
YEY31,20.8,Area049,1997,192.5608,Antiseptics,mild,0.028749341,DownTown,Tier 1,Medium,3420.6944
QDC31,20.5,Area049,1997,207.911,Antiseptics,mild,0.090628053,DownTown,Tier 1,Medium,3255.576
QNR20,18,Area018,2007,191.5292,Cardiac,mild,0.013,Industrial,Tier 3,Medium,2667.0088
VMP31,22.15,Area018,2007,114.3648,Antacids,critical,0.069695731,Industrial,Tier 3,Medium,1982.5664
DWE31,15.8,Area045,2000,270.7594,Antacids,critical,0.076993068,DownTown,Tier 2,Unknown,5607.8474
SIZ31,12.695,Area013,1985,243.4616,Antimalarial,critical,0.082529262,DownTown,Tier 3,High,6206.4016
SAC31,9.27,Area046,1995,184.3422,Analgesics,mild,0.047452949,DownTown,Tier 1,Small,2699.633
LIM31,9.01,Area049,1997,65.5956,Hreplacements,critical,0.07970068,DownTown,Tier 1,Medium,1368.6988
VYB31,20.55,Area046,1995,152.0496,Cardiac,critical,0.047699737,DownTown,Tier 1,Small,4206.3384
CEI26,8.375,Area046,1995,152.5128,Antipyretics,mild,0.071346939,DownTown,Tier 1,Small,3276.8816
FWX31,NA,Area027,1983,176.3816,Antimalarial,critical,0.078203103,CityLimits,Tier 3,Medium,5146.448
OIK32,12.9,Area046,1995,90.2276,OralContraceptives,critical,0.091929571,DownTown,Tier 1,Small,1250.1864
DST32,NA,Area027,1983,109.07,Antibiotics,mild,0.195514881,CityLimits,Tier 3,Medium,2809.49
SKK32,13.4,Area018,2007,188.866,Statins,mild,0.029895293,Industrial,Tier 3,Medium,1011.83
XTN16,11.3,Area046,1995,128.544,Tranquilizers,mild,0.086379745,DownTown,Tier 1,Small,2869.412
NOA32,15.65,Area045,2000,92.196,Mstablizers,mild,0.09375758,DownTown,Tier 2,Unknown,991.856
NEH32,11.695,Area049,1997,68.522,Hreplacements,mild,0.125271498,DownTown,Tier 1,Medium,772.142
CBB32,NA,Area019,1983,192.9292,Antipyretics,mild,0.166741385,MidTownResidential,Tier 1,Small,295.4292
AAJ32,9.4,Area013,1985,221.7902,Antibiotics,mild,0.140929521,DownTown,Tier 3,High,3723.6334
JDM32,9.35,Area035,2002,266.7646,Antibiotics,critical,0.09138564,DownTown,Tier 2,Small,5266.292
JBP32,10.495,Area017,2005,119.0596,Antimalarial,critical,0.091502143,DownTown,Tier 2,Unknown,2701.6304
FFG32,22,Area018,2007,222.8876,Antipyretics,critical,0.060684831,Industrial,Tier 3,Medium,1399.3256
HER33,17,Area017,2005,120.4544,Antibiotics,critical,0.136159656,DownTown,Tier 2,Unknown,1343.3984
WXI33,NA,Area027,1983,70.5194,Antibiotics,critical,0.013,CityLimits,Tier 3,Medium,1846.7432
ZLP33,NA,Area019,1983,204.1162,Tranquilizers,mild,0.066392944,MidTownResidential,Tier 1,Small,497.8324
AJO33,17.8,Area045,2000,190.3318,Antiseptics,mild,0.049715907,DownTown,Tier 2,Unknown,4082.4996
CDD33,10.3,Area035,2002,186.737,Hreplacements,mild,0.078236932,DownTown,Tier 2,Small,7876.228
KSJ33,8.085,Area013,1985,51.5112,Antimalarial,critical,0.054947547,DownTown,Tier 3,High,922.6128
MEF33,20.8,Area018,2007,188.9002,Cardiac,mild,0.095888496,Industrial,Tier 3,Medium,1366.7014
XDV33,8.875,Area046,1995,205.5768,Antipyretics,mild,0.068390121,DownTown,Tier 1,Small,5828.2272
SFQ33,19.5,Area013,1985,68.0904,Antibiotics,critical,0.025194556,DownTown,Tier 3,High,1577.76
OVD33,18.05,Area013,1985,180.1106,Antipyretics,mild,0.073495243,DownTown,Tier 3,High,3364.1014
QEF34,8.77,Area035,2002,224.6218,OralContraceptives,critical,0.013,DownTown,Tier 2,Small,4387.436
UMO34,NA,Area027,1983,242.0958,Antibiotics,critical,0.027753811,CityLimits,Tier 3,Medium,5488.0034
KQB34,NA,Area027,1983,48.319,Antibiotics,mild,0.173707489,CityLimits,Tier 3,Medium,1431.284
XEY34,15.15,Area018,2007,129.7124,Antimalarial,critical,0.098622362,Industrial,Tier 3,Medium,2364.7356
MDI34,7.935,Area017,2005,47.7506,OralContraceptives,critical,0.059350909,DownTown,Tier 2,Unknown,1289.4686
YEN19,7.41,Area046,1995,140.7968,Antibiotics,critical,0.115920886,DownTown,Tier 1,Small,3636.4136
HVG39,16.55,Area035,2002,96.5198,Hreplacements,mild,0.039604781,DownTown,Tier 2,Small,723.5386
IXV34,17.15,Area035,2002,106.7094,Cardiac,mild,0.013,DownTown,Tier 2,Small,1350.7222
RTV34,16.5,Area010,1996,245.4248,Hreplacements,mild,0.044860325,MidTownResidential,Tier 3,Unknown,587.0496
AFO34,NA,Area027,1983,62.9666,Hreplacements,critical,0.013,CityLimits,Tier 3,Medium,830.7324
QIN25,22.05,Area046,1995,160.8024,Analgesics,mild,0.034250002,DownTown,Tier 1,Small,2693.6408
SMM50,11.495,Area046,1995,153.5154,OralContraceptives,mild,0.172936948,DownTown,Tier 1,Small,2665.6772
KUD34,8.905,Area045,2000,174.321,Antibiotics,mild,0.142503146,DownTown,Tier 2,Unknown,4027.904
UIR34,19.3,Area046,1995,98.8514,Antibiotics,critical,0.155688846,DownTown,Tier 1,Small,909.9626
DCB19,NA,Area019,1983,239.2352,Antipyretics,mild,0.192484411,MidTownResidential,Tier 1,Small,1029.1408
CTA35,19.65,Area045,2000,201.6504,Antiseptics,mild,0.102163056,DownTown,Tier 2,Unknown,3372.7568
TIG24,7.89,Area049,1997,95.1908,Antibiotics,mild,0.118761491,DownTown,Tier 1,Medium,1790.816
OVZ29,15.1,Area049,1997,240.3984,Hreplacements,critical,0.069960814,DownTown,Tier 1,Medium,3820.1744
QCS35,22.5,Area046,1995,183.8738,Antifungal,critical,0.02004098,DownTown,Tier 1,Small,3067.1546
YLO35,11.8,Area018,2007,176.7842,Hreplacements,critical,0.024026594,Industrial,Tier 3,Medium,2765.5472
MBW35,10.27,Area045,2000,63.0956,Antiseptics,mild,0.106203257,DownTown,Tier 2,Unknown,1150.3164
XRJ35,NA,Area027,1983,61.2666,MuscleRelaxants,mild,0.039916794,CityLimits,Tier 3,Medium,830.7324
OMK35,11.9,Area045,2000,96.4224,Tranquilizers,mild,0.048264298,DownTown,Tier 2,Unknown,539.112
IBY35,14.95,Area035,2002,241.4668,Antacids,mild,0.028908424,DownTown,Tier 2,Small,7024.004
TQD35,20.3,Area046,1995,221.3244,Tranquilizers,mild,0.030719277,DownTown,Tier 1,Small,3924.0392
FRD35,NA,Area027,1983,125.6518,Hreplacements,critical,0.048334201,CityLimits,Tier 3,Medium,2390.036
LFG35,NA,Area019,1983,59.2034,Mstablizers,mild,0.078652494,MidTownResidential,Tier 1,Small,161.6034
NQY36,8.165,Area049,1997,223.1218,Hreplacements,mild,0.069919038,DownTown,Tier 1,Medium,5883.4886
NUU36,12.1,Area046,1995,50.5138,Mstablizers,critical,0.061143292,DownTown,Tier 1,Small,803.4346
ZNR36,18,Area013,1985,120.5886,Antipyretics,mild,0.035047313,DownTown,Tier 3,High,2003.2062
HHY36,NA,Area027,1983,136.5336,Statins,mild,0.103427268,CityLimits,Tier 3,Medium,3308.84
KJW36,16.45,Area046,1995,160.4708,Mstablizers,mild,0.040779254,DownTown,Tier 1,Small,1617.708
UYA36,11.8,Area010,1996,248.6248,Antiseptics,mild,0.013,MidTownResidential,Tier 3,Unknown,824.0744
SVQ36,18.9,Area018,2007,184.5422,Antipyretics,mild,0.021033611,Industrial,Tier 3,Medium,4424.055
LLH65,20.65,Area046,1995,185.7738,Antimalarial,mild,0.046088472,DownTown,Tier 1,Small,634.3214
TZX36,17,Area046,1995,69.7562,Antiseptics,mild,0.173663021,DownTown,Tier 1,Small,942.5868
HPD36,19.4,Area017,2005,165.8288,Antipyretics,mild,0.191975721,DownTown,Tier 2,Unknown,1684.288
MCQ36,11.495,Area035,2002,249.9538,Antifungal,critical,0.030627888,DownTown,Tier 2,Small,2516.538
RXM37,NA,Area019,1983,51.9454,Antacids,mild,0.0324158,MidTownResidential,Tier 1,Small,196.8908
XEI37,7.955,Area045,2000,221.3586,Antibiotics,mild,0.029993225,DownTown,Tier 2,Unknown,957.2344
YCX37,20.3,Area017,2005,137.6336,Antiseptics,mild,0.040139013,DownTown,Tier 2,Unknown,3053.1728
BTP27,8.375,Area010,1996,108.3068,OralContraceptives,mild,0.05077249,MidTownResidential,Tier 3,Unknown,404.6204
LIC37,14.45,Area045,2000,191.5976,OralContraceptives,mild,0.049746479,DownTown,Tier 2,Unknown,3372.7568
NSZ37,21.4,Area049,1997,237.1036,Antibiotics,critical,0.035460102,DownTown,Tier 1,Medium,3528.554
CWT37,21.65,Area018,2007,267.0672,Antipyretics,critical,0.013,Industrial,Tier 3,Medium,5737.6784
NXT21,20.15,Area049,1997,200.4846,Tranquilizers,mild,0.06513575,DownTown,Tier 1,Medium,6800.961
WEA21,17.65,Area049,1997,237.4062,Antibiotics,critical,0.075508438,DownTown,Tier 1,Medium,5755.655
UHF16,12.6,Area018,2007,206.5426,Antimalarial,mild,0.020309544,Industrial,Tier 3,Medium,5056.565
OAW37,18.8,Area018,2007,192.9266,Antibiotics,mild,0.028623754,Industrial,Tier 3,Medium,3248.2522
UIR34,19.3,Area045,2000,97.7514,Antibiotics,critical,0.155978223,DownTown,Tier 2,Unknown,909.9626
GFI37,9.235,Area045,2000,61.835,Antipyretics,mild,0.030191055,DownTown,Tier 2,Unknown,961.895
GLS37,NA,Area019,1983,47.6164,Mstablizers,mild,0.156592939,MidTownResidential,Tier 1,Small,151.6164
CGQ37,21.55,Area046,1995,194.8924,Cardiac,critical,0.024995271,DownTown,Tier 1,Small,5110.4948
EHP38,16.8,Area049,1997,159.4418,Hreplacements,critical,0.17017236,DownTown,Tier 1,Medium,701.5672
VVO38,NA,Area019,1983,102.112,Antipyretics,mild,0.074393095,MidTownResidential,Tier 1,Small,485.848
TES38,NA,Area019,1983,166.0314,Antimalarial,critical,0.277124669,MidTownResidential,Tier 1,Small,268.1314
FIV38,16.65,Area013,1985,228.3508,Analgesics,mild,0.033310046,DownTown,Tier 3,High,3151.7112
IAS38,11.4,Area046,1995,210.5084,Tranquilizers,mild,0.067630834,DownTown,Tier 1,Small,1700.2672
XVU27,18,Area045,2000,125.7176,OralContraceptives,critical,0.065517969,DownTown,Tier 2,Unknown,800.1056
FFG32,22,Area049,1997,223.7876,Antipyretics,critical,0.060565208,DownTown,Tier 1,Medium,2042.4884
QGV13,17.3,Area013,1985,234.1404,Antifungal,mild,0.073797393,DownTown,Tier 3,High,3713.6464
ARL38,15.3,Area046,1995,191.0634,Antifungal,mild,0.054291169,DownTown,Tier 1,Small,2294.1608
FKP38,14.15,Area046,1995,191.7318,Antibiotics,mild,0.035604051,DownTown,Tier 1,Small,3541.2042
VMP31,22.15,Area045,2000,115.9648,Antacids,critical,0.069580228,DownTown,Tier 2,Unknown,736.1888
JUQ38,13.65,Area049,1997,130.8124,Antiseptics,mild,0.177196823,DownTown,Tier 1,Medium,2246.2232
VOY38,8.15,Area018,2007,271.9594,OralContraceptives,mild,0.035976497,Industrial,Tier 3,Medium,3514.5722
YDI38,11.6,Area035,2002,111.3042,Antibiotics,mild,0.040310252,DownTown,Tier 2,Small,1402.6546
DUY39,NA,Area019,1983,59.9008,Hreplacements,critical,0.154975462,MidTownResidential,Tier 1,Small,163.6008
TUT39,10.075,Area013,1985,56.2428,Antipyretics,mild,0.013,DownTown,Tier 3,High,903.9704
OYJ39,20.15,Area017,2005,139.5626,Tranquilizers,mild,0.02919866,DownTown,Tier 2,Unknown,3260.9024
RVX39,NA,Area027,1983,67.0614,Antiseptics,mild,0.027205168,CityLimits,Tier 3,Medium,2599.763
QEN39,16.15,Area035,2002,151.3812,Mstablizers,mild,0.10644495,DownTown,Tier 2,Small,1252.8496
EOK39,21.8,Area046,1995,94.6592,OralContraceptives,critical,0.032199733,DownTown,Tier 1,Small,1929.3024
FIH39,9.14,Area018,2007,62.235,Cardiac,critical,0.167120252,Industrial,Tier 3,Medium,312.74
WVE39,19.55,Area045,2000,207.0452,OralContraceptives,mild,0.102004389,DownTown,Tier 2,Unknown,1091.726
HQX39,11.6,Area013,1985,96.154,Hreplacements,critical,0.024117041,DownTown,Tier 3,High,2796.174
CHQ39,13.8,Area035,2002,180.2448,Antiseptics,mild,0.116422709,DownTown,Tier 2,Small,3010.5616
DEL24,NA,Area027,1983,270.8594,Antipyretics,mild,0.102035961,CityLimits,Tier 3,Medium,9271.079
BGH11,21.55,Area046,1995,103.512,Cardiac,critical,0.115723919,DownTown,Tier 1,Small,2070.452
IOG99,NA,Area027,1983,50.5822,Analgesics,critical,0.037733134,CityLimits,Tier 3,Medium,1409.3126
LFR40,16.3,Area013,1985,150.6838,Tranquilizers,mild,0.057871033,DownTown,Tier 3,High,2641.7084
NCS40,9.625,Area013,1985,49.0138,Antibiotics,mild,0.042760052,DownTown,Tier 3,High,397.2966
UYQ40,17.15,Area017,2005,48.9506,Cardiac,mild,0.091999287,DownTown,Tier 2,Unknown,872.012
OJS40,14.4,Area046,1995,127.6782,Antipyretics,mild,0.033870744,DownTown,Tier 1,Small,1900.673
